,Date,Build,C&P Composite Index,Valid Case Num
126,2022-08-12,25731.0,91.52169932,1
127,2022-08-11,25407.0,91.41182934,1
128,2022-08-10,25135.0,92.73026918,1
129,2022-08-09,24858.0,92.29078923,1
130,2022-08-08,24375.0,92.10767259,1
131,2022-08-07,24357.0,92.8767625,1
132,2022-08-07,24350.0,92.29078923,1
133,2022-08-06,24347.0,92.36403589,1
134,2022-08-06,24329.0,92.32741256,1
135,2022-08-05,24319.0,93.20637246,1
136,2022-08-04,23951.0,92.43728255,1
137,2022-08-03,23775.0,92.98663248,1
138,2022-08-02,23701.0,92.51052921,1
139,2022-08-02,23503.0,91.15546603,1
140,2022-08-01,23447.0,91.70481597,1
141,2022-08-01,23228.0,91.7414393,1
142,2022-07-31,23205.0,90.97234939,1
143,2022-07-31,23178.0,91.41182934,1
144,2022-07-30,23169.0,91.81468595,1
145,2022-07-30,23154.0,91.26533602,1
146,2022-07-29,23133.0,91.7414393,1
147,2022-07-28,22754.0,89.80040286,1
148,2022-07-27,22658.0,91.1188427,1
149,2022-07-27,22508.0,91.52169932,1
150,2022-07-26,22455.0,91.70481597,1
151,2022-07-26,22288.0,91.48507599,1
152,2022-07-25,22030.0,91.52169932,1
153,2022-07-23,21991.0,92.21754257,1
154,2022-07-22,21957.0,89.9835195,1
155,2022-07-22,21737.0,92.73026918,1
156,2022-07-21,21479.0,91.63156931,1
157,2022-07-20,21411.0,91.9978026,1
158,2022-07-20,21218.0,92.29078923,1
159,2022-07-19,21169.0,90.71598608,1
160,2022-07-18,20899.0,90.78923274,1
161,2022-07-18,20670.0,92.65702252,1
162,2022-07-17,20625.0,95.1474089,1
163,2022-07-16,20611.0,91.96117927,1
164,2022-07-16,20580.0,92.14429592,1
165,2022-07-15,20558.0,91.9978026,1
166,2022-07-15,20352.0,92.18091925,1
167,2022-07-13,19825.0,91.7414393,1
168,2022-07-10,19199.0,91.52169932,1
169,2022-07-08,19133.0,91.96117927,1
170,2022-07-07,18650.0,91.92455594,1
171,2022-07-06,18513.0,92.10767259,1
172,2022-07-05,18207.0,92.36403589,1
173,2022-07-05,17997.0,91.7414393,1
174,2022-07-04,17944.0,90.93572606,1
175,2022-07-04,17752.0,92.84013917,1
176,2022-07-03,17720.0,91.92455594,1
177,2022-07-02,17719.0,93.68247574,1
178,2022-07-02,17715.0,92.10767259,1
179,2022-07-01,17685.0,91.81468595,1
180,2022-07-01,17464.0,91.22871269,1
181,2022-06-30,17408.0,92.2541659,1
182,2022-06-29,17123.0,92.47390588,1
183,2022-06-29,16885.0,92.14429592,1
184,2022-06-28,16852.0,91.59494598,1
185,2022-06-28,16634.0,92.51052921,1
186,2022-06-27,16599.0,92.03442593,1
187,2022-06-27,16397.0,91.00897272,1
188,2022-06-26,16363.0,93.27961912,1
189,2022-06-24,16136.0,92.84013917,1
190,2022-06-23,16076.0,90.82585607,1
191,2022-06-23,15859.0,90.31312946,1
192,2022-06-22,15786.0,89.94689617,1
193,2022-06-21,15540.0,90.13001282,1
194,2022-06-21,15347.0,89.83702619,1
195,2022-06-20,15304.0,89.54403955,1
196,2022-06-20,15093.0,89.54403955,1
197,2022-06-19,15079.0,90.13001282,1
198,2022-06-19,15068.0,90.23988281,1
199,2022-06-18,15063.0,90.13001282,1
200,2022-06-18,15051.0,89.9835195,1
201,2022-06-17,15028.0,89.94689617,1
202,2022-06-17,14882.0,90.38637612,1
203,2022-06-16,14840.0,89.58066288,1
204,2022-06-15,14594.0,89.58066288,1
205,2022-06-15,14332.0,89.65390954,1
206,2022-06-14,14245.0,90.27650613,1
207,2022-06-13,13917.0,89.91027284,1
208,2022-06-12,13629.0,90.67936275,1
209,2022-06-12,13619.0,90.49624611,1
210,2022-06-11,13613.0,90.97234939,1
211,2022-06-10,13556.0,90.64273943,1
212,2022-06-10,13317.0,89.94689617,1
213,2022-06-09,13219.0,90.71598608,1
214,2022-06-09,13000.0,90.20325948,1
215,2022-06-08,12960.0,90.05676616,1
216,2022-06-08,12722.0,90.16663615,1
217,2022-06-06,12371.0,89.76377953,1
218,2022-06-06,12107.0,90.78923274,1
219,2022-06-05,12077.0,91.00897272,1
220,2022-06-05,12063.0,90.56949277,1
221,2022-06-04,12046.0,91.04559604,1
222,2022-06-03,12000.0,91.15546603,1
223,2022-06-02,11768.0,92.03442593,1
224,2022-06-01,11474.0,91.96117927,1
225,2022-06-01,11283.0,96.39260209,1
226,2022-06-01,11283.0,96.39260209,1
227,2022-05-30,11009.0,95.58688885,1
228,2022-05-30,10881.0,92.07104926,1
229,2022-05-30,10857.0,95.33052554,1
230,2022-05-30,10844.0,95.00091558,1
231,2022-05-26,10610.0,96.06299213,1
