,Timestamp,rlcPduBytes,nrCellIdentity
0,2023-05-26T15:59:49.062,18462236,0
1,2023-05-26T15:59:50.086,19321432,0
2,2023-05-26T15:59:51.110,19321432,0
3,2023-05-26T15:59:52.134,19300476,0
4,2023-05-26T15:59:53.158,19321432,0
5,2023-05-26T15:59:54.182,19300476,0
6,2023-05-26T15:59:55.206,19321432,0
7,2023-05-26T15:59:56.231,19321432,0
8,2023-05-26T15:59:57.255,19300476,0
