TimeStamp,ASP,EQ,free_tw
2024-01-26T08:57:59.589,ASP-1732-Disp_1,L2_LO_DL_RCV0,4375
2024-01-26T08:57:59.589,ASP-1732-Disp_1,L2_LO_UL_0,3264
2024-01-26T08:57:59.685,ASP-1732-Disp_1,L2_LO_DL_RCV0,4375
2024-01-26T08:58:00.069,ASP-1732-Disp_1,L2_LO_DL_RCV0,4375
2024-01-26T08:58:00.069,ASP-1732-Disp_1,L2_LO_UL_0,3263
2024-01-26T08:58:00.070,ASP-1732-Disp_1,L2_LO_UL_0,3265
2024-01-26T08:58:00.070,ASP-1732-Disp_1,L2_LO_DL_RCV0,4377
2024-01-26T08:58:00.075,ASP-1732-Disp_1,L2_LO_UL_0,3264
2024-01-26T08:58:00.075,ASP-1732-Disp_1,L2_LO_DL_RCV0,4376
2024-01-26T08:58:00.095,ASP-1732-Disp_1,L2_LO_UL_0,3263
2024-01-26T08:58:00.095,ASP-1732-Disp_1,L2_LO_DL_RCV0,4375
2024-01-26T08:58:00.110,ASP-1732-Disp_1,L2_LO_UL_0,3262
2024-01-26T08:58:00.110,ASP-1732-Disp_1,L2_LO_DL_RCV0,4374
2024-01-26T08:58:00.130,ASP-1732-Disp_1,L2_LO_DL_RCV0,4374
2024-01-26T08:58:00.182,ASP-1732-Disp_1,L2_LO_DL_RCV0,4376
2024-01-26T08:58:00.189,ASP-1732-Disp_1,L2_LO_DL_RCV0,4377
2024-01-26T08:58:00.377,ASP-1732-Disp_1,L2_LO_UL_0,3265
2024-01-26T08:58:00.377,ASP-1732-Disp_1,L2_LO_DL_RCV0,4377
2024-01-26T08:58:00.409,ASP-1732-Disp_1,L2_LO_DL_RCV0,4377
2024-01-26T08:58:00.969,ASP-1732-Disp_1,L2_LO_DL_RCV0,4371
2024-01-26T08:58:01.029,ASP-1732-Disp_1,L2_LO_UL_0,3258
2024-01-26T08:58:01.029,ASP-1732-Disp_1,L2_LO_DL_RCV0,4372
2024-01-26T08:58:01.107,ASP-1732-Disp_1,L2_LO_UL_0,3256
2024-01-26T08:58:01.149,ASP-1732-Disp_1,L2_LO_DL_RCV0,4370
2024-01-26T08:58:01.149,ASP-1732-Disp_1,L2_LO_UL_0,3256
2024-01-26T08:58:01.269,ASP-1732-Disp_1,L2_LO_DL_RCV0,4370
2024-01-26T08:58:01.269,ASP-1732-Disp_1,L2_LO_UL_0,3256
2024-01-26T08:58:01.290,ASP-1732-Disp_1,L2_LO_DL_RCV0,4372
2024-01-26T08:58:01.290,ASP-1732-Disp_1,L2_LO_UL_0,3258
2024-01-26T08:58:01.319,ASP-1732-Disp_1,L2_LO_UL_0,3258
2024-01-26T08:58:01.319,ASP-1732-Disp_1,L2_LO_DL_RCV0,4372
2024-01-26T08:58:01.332,ASP-1732-Disp_1,L2_LO_DL_RCV0,4374
2024-01-26T08:58:01.332,ASP-1732-Disp_1,L2_LO_UL_0,3260
2024-01-26T08:58:01.342,ASP-1732-Disp_1,L2_LO_UL_0,3260
2024-01-26T08:58:01.342,ASP-1732-Disp_1,L2_LO_DL_RCV0,4374
2024-01-26T08:58:01.349,ASP-1732-Disp_1,L2_LO_DL_RCV0,4374
2024-01-26T08:58:01.349,ASP-1732-Disp_1,L2_LO_DL_RCV0,4375
2024-01-26T08:58:01.643,ASP-1732-Disp_1,L2_LO_DL_RCV0,4369
2024-01-26T08:58:01.707,ASP-1732-Disp_1,L2_LO_UL_0,3253
2024-01-26T08:58:01.707,ASP-1732-Disp_1,L2_LO_DL_RCV0,4367
2024-01-26T08:58:01.713,ASP-1732-Disp_1,L2_LO_UL_0,3252
2024-01-26T08:58:01.713,ASP-1732-Disp_1,L2_LO_DL_RCV0,4366
2024-01-26T08:58:01.731,ASP-1732-Disp_1,L2_LO_UL_0,3251
2024-01-26T08:58:01.731,ASP-1732-Disp_1,L2_LO_DL_RCV0,4365
2024-01-26T08:58:01.749,ASP-1732-Disp_1,L2_LO_DL_RCV0,4365
2024-01-26T08:58:01.824,ASP-1732-Disp_1,L2_LO_DL_RCV0,4366
2024-01-26T08:58:01.824,ASP-1732-Disp_1,L2_LO_UL_0,3252
2024-01-26T08:58:01.883,ASP-1732-Disp_1,L2_LO_UL_0,3252
2024-01-26T08:58:01.883,ASP-1732-Disp_1,L2_LO_DL_RCV0,4366
2024-01-26T08:58:01.994,ASP-1732-Disp_1,L2_LO_UL_0,3253
2024-01-26T08:58:01.994,ASP-1732-Disp_1,L2_LO_DL_RCV0,4367
2024-01-26T08:58:02.012,ASP-1732-Disp_1,L2_LO_DL_RCV0,4367
2024-01-26T08:58:02.012,ASP-1732-Disp_1,L2_LO_UL_0,3253
2024-01-26T08:58:02.036,ASP-1732-Disp_1,L2_LO_UL_0,3252
2024-01-26T08:58:02.036,ASP-1732-Disp_1,L2_LO_DL_RCV0,4366
2024-01-26T08:58:02.069,ASP-1732-Disp_1,L2_LO_DL_RCV0,4365
2024-01-26T08:58:02.088,ASP-1732-Disp_1,L2_LO_UL_0,3251
2024-01-26T08:58:02.088,ASP-1732-Disp_1,L2_LO_DL_RCV0,4365
2024-01-26T08:58:02.089,ASP-1732-Disp_1,L2_LO_DL_RCV0,4365
2024-01-26T08:58:02.089,ASP-1732-Disp_1,L2_LO_UL_0,3251
2024-01-26T08:58:02.572,ASP-1732-Disp_1,L2_LO_DL_RCV0,4365
2024-01-26T08:58:02.572,ASP-1732-Disp_1,L2_LO_UL_0,3250
2024-01-26T08:58:02.592,ASP-1732-Disp_1,L2_LO_DL_RCV0,4366
2024-01-26T08:58:02.592,ASP-1732-Disp_1,L2_LO_UL_0,3251
2024-01-26T08:58:02.736,ASP-1732-Disp_1,L2_LO_UL_0,3247
2024-01-26T08:58:02.736,ASP-1732-Disp_1,L2_LO_DL_RCV0,4363
2024-01-26T08:58:02.898,ASP-1732-Disp_1,L2_LO_UL_0,3246
2024-01-26T08:58:02.898,ASP-1732-Disp_1,L2_LO_DL_RCV0,4362
2024-01-26T08:58:02.949,ASP-1732-Disp_1,L2_LO_UL_0,3246
2024-01-26T08:58:03.056,ASP-1732-Disp_1,L2_LO_UL_0,3246
2024-01-26T08:58:03.056,ASP-1732-Disp_1,L2_LO_DL_RCV0,4362
2024-01-26T08:58:03.089,ASP-1732-Disp_1,L2_LO_DL_RCV0,4362
2024-01-26T08:58:03.089,ASP-1732-Disp_1,L2_LO_UL_0,3246
2024-01-26T08:58:03.569,ASP-1732-Disp_1,L2_LO_DL_RCV0,4365
2024-01-26T08:58:03.569,ASP-1732-Disp_1,L2_LO_UL_0,3247
2024-01-26T08:58:03.682,ASP-1732-Disp_1,L2_LO_UL_0,3248
2024-01-26T08:58:03.682,ASP-1732-Disp_1,L2_LO_DL_RCV0,4366
2024-01-26T08:58:03.709,ASP-1732-Disp_1,L2_LO_DL_RCV0,4364
2024-01-26T08:58:03.709,ASP-1732-Disp_1,L2_LO_UL_0,3246
2024-01-26T08:58:03.709,ASP-1732-Disp_1,L2_LO_UL_0,3247
2024-01-26T08:58:03.729,ASP-1732-Disp_1,L2_LO_UL_0,3247
2024-01-26T08:58:03.733,ASP-1732-Disp_1,L2_LO_DL_RCV0,4366
2024-01-26T08:58:03.733,ASP-1732-Disp_1,L2_LO_UL_0,3247
2024-01-26T08:58:03.744,ASP-1732-Disp_1,L2_LO_DL_RCV0,4366
2024-01-26T08:58:03.744,ASP-1732-Disp_1,L2_LO_UL_0,3247
2024-01-26T08:58:04.549,ASP-1732-Disp_1,L2_LO_UL_0,3248
2024-01-26T08:58:04.549,ASP-1732-Disp_1,L2_LO_DL_RCV0,4369
2024-01-26T08:58:04.549,ASP-1732-Disp_1,L2_LO_UL_0,3249
2024-01-26T08:58:04.590,ASP-1732-Disp_1,L2_LO_DL_RCV0,4372
2024-01-26T08:58:04.731,ASP-1732-Disp_1,L2_LO_UL_0,3252
2024-01-26T08:58:04.731,ASP-1732-Disp_1,L2_LO_DL_RCV0,4372
2024-01-26T08:58:04.745,ASP-1732-Disp_1,L2_LO_UL_0,3251
2024-01-26T08:58:04.745,ASP-1732-Disp_1,L2_LO_DL_RCV0,4371
2024-01-26T08:58:04.751,ASP-1732-Disp_1,L2_LO_DL_RCV0,4371
2024-01-26T08:58:04.829,ASP-1732-Disp_1,L2_LO_DL_RCV0,4371
2024-01-26T08:58:04.831,ASP-1732-Disp_1,L2_LO_UL_0,3251
2024-01-26T08:58:04.831,ASP-1732-Disp_1,L2_LO_DL_RCV0,4371
2024-01-26T08:58:04.889,ASP-1732-Disp_1,L2_LO_DL_RCV0,4371
2024-01-26T08:58:04.889,ASP-1732-Disp_1,L2_LO_UL_0,3251
2024-01-26T08:58:04.909,ASP-1732-Disp_1,L2_LO_DL_RCV0,4372
2024-01-26T08:58:04.969,ASP-1732-Disp_1,L2_LO_UL_0,3253
2024-01-26T08:58:05.093,ASP-1732-Disp_1,L2_LO_UL_0,3253
2024-01-26T08:58:05.093,ASP-1732-Disp_1,L2_LO_DL_RCV0,4373
2024-01-26T08:58:05.169,ASP-1732-Disp_1,L2_LO_DL_RCV0,4372
2024-01-26T08:58:05.169,ASP-1732-Disp_1,L2_LO_UL_0,3252
2024-01-26T08:58:05.169,ASP-1732-Disp_1,L2_LO_DL_RCV0,4372
2024-01-26T08:58:05.629,ASP-1732-Disp_1,L2_LO_DL_RCV0,4365
2024-01-26T08:58:05.629,ASP-1732-Disp_1,L2_LO_UL_0,3243
2024-01-26T08:58:05.672,ASP-1732-Disp_1,L2_LO_DL_RCV0,4367
2024-01-26T08:58:05.672,ASP-1732-Disp_1,L2_LO_UL_0,3245
2024-01-26T08:58:05.883,ASP-1732-Disp_1,L2_LO_UL_0,3246
2024-01-26T08:58:05.883,ASP-1732-Disp_1,L2_LO_DL_RCV0,4368
2024-01-26T08:58:05.921,ASP-1732-Disp_1,L2_LO_UL_0,3245
2024-01-26T08:58:05.976,ASP-1732-Disp_1,L2_LO_DL_RCV0,4368
2024-01-26T08:58:05.976,ASP-1732-Disp_1,L2_LO_UL_0,3246
2024-01-26T08:58:05.996,ASP-1732-Disp_1,L2_LO_DL_RCV0,4369
2024-01-26T08:58:05.996,ASP-1732-Disp_1,L2_LO_UL_0,3247
2024-01-26T08:58:06.049,ASP-1732-Disp_1,L2_LO_DL_RCV0,4368
2024-01-26T08:58:06.049,ASP-1732-Disp_1,L2_LO_UL_0,3246
2024-01-26T08:58:06.109,ASP-1732-Disp_1,L2_LO_UL_0,3246
2024-01-26T08:58:06.729,ASP-1732-Disp_1,L2_LO_DL_RCV0,4369
2024-01-26T08:58:06.729,ASP-1732-Disp_1,L2_LO_UL_0,3247
2024-01-26T08:58:06.798,ASP-1732-Disp_1,L2_LO_UL_0,3246
2024-01-26T08:58:06.889,ASP-1732-Disp_1,L2_LO_UL_0,3245
2024-01-26T08:58:06.889,ASP-1732-Disp_1,L2_LO_DL_RCV0,4367
2024-01-26T08:58:06.926,ASP-1732-Disp_1,L2_LO_UL_0,3244
2024-01-26T08:58:06.949,ASP-1732-Disp_1,L2_LO_DL_RCV0,4367
2024-01-26T08:58:06.949,ASP-1732-Disp_1,L2_LO_UL_0,3245
2024-01-26T08:58:06.969,ASP-1732-Disp_1,L2_LO_DL_RCV0,4368
2024-01-26T08:58:06.969,ASP-1732-Disp_1,L2_LO_UL_0,3246
2024-01-26T08:58:07.093,ASP-1732-Disp_1,L2_LO_UL_0,3246
2024-01-26T08:58:07.093,ASP-1732-Disp_1,L2_LO_DL_RCV0,4368
2024-01-26T08:58:07.529,ASP-1732-Disp_1,L2_LO_UL_0,3249
2024-01-26T08:58:07.531,ASP-1732-Disp_1,L2_LO_DL_RCV0,4372
2024-01-26T08:58:07.698,ASP-1732-Disp_1,L2_LO_UL_0,3249
2024-01-26T08:58:07.698,ASP-1732-Disp_1,L2_LO_DL_RCV0,4371
2024-01-26T08:58:07.709,ASP-1732-Disp_1,L2_LO_UL_0,3249
2024-01-26T08:58:07.718,ASP-1732-Disp_1,L2_LO_UL_0,3249
2024-01-26T08:58:07.718,ASP-1732-Disp_1,L2_LO_DL_RCV0,4371
2024-01-26T08:58:07.749,ASP-1732-Disp_1,L2_LO_UL_0,3249
2024-01-26T08:58:07.869,ASP-1732-Disp_1,L2_LO_DL_RCV0,4370
2024-01-26T08:58:07.869,ASP-1732-Disp_1,L2_LO_UL_0,3247
2024-01-26T08:58:07.889,ASP-1732-Disp_1,L2_LO_DL_RCV0,4371
2024-01-26T08:58:07.889,ASP-1732-Disp_1,L2_LO_UL_0,3248
2024-01-26T08:58:08.261,ASP-1732-Disp_1,L2_LO_UL_0,3245
2024-01-26T08:58:08.309,ASP-1732-Disp_1,L2_LO_DL_RCV0,4368
2024-01-26T08:58:08.309,ASP-1732-Disp_1,L2_LO_UL_0,3244
2024-01-26T08:58:08.349,ASP-1732-Disp_1,L2_LO_DL_RCV0,4370
2024-01-26T08:58:08.349,ASP-1732-Disp_1,L2_LO_UL_0,3246
2024-01-26T08:58:08.696,ASP-1732-Disp_1,L2_LO_UL_0,3248
2024-01-26T08:58:09.949,ASP-1732-Disp_1,L2_LO_DL_RCV0,4379
2024-01-26T08:58:10.022,ASP-1732-Disp_1,L2_LO_UL_0,3251
2024-01-26T08:58:10.049,ASP-1732-Disp_1,L2_LO_DL_RCV0,4374
2024-01-26T08:58:10.049,ASP-1732-Disp_1,L2_LO_UL_0,3250
2024-01-26T08:58:10.094,ASP-1732-Disp_1,L2_LO_UL_0,3252
2024-01-26T08:58:10.094,ASP-1732-Disp_1,L2_LO_DL_RCV0,4376
2024-01-26T08:58:10.169,ASP-1732-Disp_1,L2_LO_DL_RCV0,4375
2024-01-26T08:58:10.169,ASP-1732-Disp_1,L2_LO_UL_0,3251
2024-01-26T08:58:10.169,ASP-1732-Disp_1,L2_LO_DL_RCV0,4375
2024-01-26T08:58:10.169,ASP-1732-Disp_1,L2_LO_UL_0,3251
2024-01-26T08:58:10.216,ASP-1732-Disp_1,L2_LO_UL_0,3252
2024-01-26T08:58:10.216,ASP-1732-Disp_1,L2_LO_DL_RCV0,4377
2024-01-26T08:58:10.701,ASP-1732-Disp_1,L2_LO_UL_0,3246
2024-01-26T08:58:10.701,ASP-1732-Disp_1,L2_LO_DL_RCV0,4375
2024-01-26T08:58:10.836,ASP-1732-Disp_1,L2_LO_UL_0,3244
2024-01-26T08:58:10.836,ASP-1732-Disp_1,L2_LO_DL_RCV0,4374
2024-01-26T08:58:10.869,ASP-1732-Disp_1,L2_LO_DL_RCV0,4373
2024-01-26T08:58:10.869,ASP-1732-Disp_1,L2_LO_DL_RCV0,4374
2024-01-26T08:58:10.869,ASP-1732-Disp_1,L2_LO_UL_0,3243
2024-01-26T08:58:10.869,ASP-1732-Disp_1,L2_LO_UL_0,3243
2024-01-26T08:58:10.914,ASP-1732-Disp_1,L2_LO_DL_RCV0,4374
2024-01-26T08:58:11.569,ASP-1732-Disp_1,L2_LO_UL_0,3246
2024-01-26T08:58:11.570,ASP-1732-Disp_1,L2_LO_DL_RCV0,4378
2024-01-26T08:58:11.570,ASP-1732-Disp_1,L2_LO_UL_0,3247
2024-01-26T08:58:11.618,ASP-1732-Disp_1,L2_LO_UL_0,3246
2024-01-26T08:58:11.618,ASP-1732-Disp_1,L2_LO_DL_RCV0,4377
2024-01-26T08:58:11.649,ASP-1732-Disp_1,L2_LO_DL_RCV0,4377
2024-01-26T08:58:11.649,ASP-1732-Disp_1,L2_LO_UL_0,3246
2024-01-26T08:58:11.738,ASP-1732-Disp_1,L2_LO_UL_0,3248
2024-01-26T08:58:11.738,ASP-1732-Disp_1,L2_LO_DL_RCV0,4379
2024-01-26T08:58:12.569,ASP-1732-Disp_1,L2_LO_DL_RCV0,4384
2024-01-26T08:58:12.569,ASP-1732-Disp_1,L2_LO_UL_0,3253
2024-01-26T08:58:12.770,ASP-1732-Disp_1,L2_LO_DL_RCV0,4387
2024-01-26T08:58:12.770,ASP-1732-Disp_1,L2_LO_UL_0,3256
2024-01-26T08:58:12.875,ASP-1732-Disp_1,L2_LO_UL_0,3258
2024-01-26T08:58:12.875,ASP-1732-Disp_1,L2_LO_DL_RCV0,4389
2024-01-26T08:58:12.884,ASP-1732-Disp_1,L2_LO_UL_0,3257
2024-01-26T08:58:12.884,ASP-1732-Disp_1,L2_LO_DL_RCV0,4388
2024-01-26T08:58:12.909,ASP-1732-Disp_1,L2_LO_DL_RCV0,4388
2024-01-26T08:58:12.909,ASP-1732-Disp_1,L2_LO_UL_0,3257
2024-01-26T08:58:12.909,ASP-1732-Disp_1,L2_LO_UL_0,3258
2024-01-26T08:58:12.935,ASP-1732-Disp_1,L2_LO_UL_0,3258
2024-01-26T08:58:12.935,ASP-1732-Disp_1,L2_LO_DL_RCV0,4389
2024-01-26T08:58:13.010,ASP-1732-Disp_1,L2_LO_UL_0,3258
2024-01-26T08:58:13.010,ASP-1732-Disp_1,L2_LO_DL_RCV0,4389
2024-01-26T08:58:13.038,ASP-1732-Disp_1,L2_LO_UL_0,3257
2024-01-26T08:58:13.038,ASP-1732-Disp_1,L2_LO_DL_RCV0,4388
2024-01-26T08:58:13.039,ASP-1732-Disp_1,L2_LO_UL_0,3256
2024-01-26T08:58:13.039,ASP-1732-Disp_1,L2_LO_DL_RCV0,4387
2024-01-26T08:58:13.114,ASP-1732-Disp_1,L2_LO_UL_0,3253
2024-01-26T08:58:13.114,ASP-1732-Disp_1,L2_LO_DL_RCV0,4385
2024-01-26T08:58:13.127,ASP-1732-Disp_1,L2_LO_DL_RCV0,4385
2024-01-26T08:58:13.524,ASP-1732-Disp_1,L2_LO_DL_RCV0,4384
2024-01-26T08:58:13.524,ASP-1732-Disp_1,L2_LO_UL_0,3252
2024-01-26T08:58:13.709,ASP-1732-Disp_1,L2_LO_DL_RCV0,4385
2024-01-26T08:58:13.729,ASP-1732-Disp_1,L2_LO_DL_RCV0,4386
2024-01-26T08:58:13.729,ASP-1732-Disp_1,L2_LO_UL_0,3254
2024-01-26T08:58:13.749,ASP-1732-Disp_1,L2_LO_DL_RCV0,4388
2024-01-26T08:58:13.749,ASP-1732-Disp_1,L2_LO_UL_0,3256
2024-01-26T08:58:13.770,ASP-1732-Disp_1,L2_LO_DL_RCV0,4389
2024-01-26T08:58:13.889,ASP-1732-Disp_1,L2_LO_UL_0,3258
2024-01-26T08:58:14.569,ASP-1732-Disp_1,L2_LO_DL_RCV0,4393
2024-01-26T08:58:14.569,ASP-1732-Disp_1,L2_LO_UL_0,3261
2024-01-26T08:58:14.709,ASP-1732-Disp_1,L2_LO_UL_0,3260
2024-01-26T08:58:14.889,ASP-1732-Disp_1,L2_LO_DL_RCV0,4391
2024-01-26T08:58:14.889,ASP-1732-Disp_1,L2_LO_UL_0,3258
2024-01-26T08:58:14.901,ASP-1732-Disp_1,L2_LO_UL_0,3258
2024-01-26T08:58:14.901,ASP-1732-Disp_1,L2_LO_DL_RCV0,4391
2024-01-26T08:58:15.093,ASP-1732-Disp_1,L2_LO_UL_0,3256
2024-01-26T08:58:15.093,ASP-1732-Disp_1,L2_LO_DL_RCV0,4389
2024-01-26T08:58:15.169,ASP-1732-Disp_1,L2_LO_UL_0,3255
2024-01-26T08:58:15.169,ASP-1732-Disp_1,L2_LO_DL_RCV0,4388
2024-01-26T08:58:15.169,ASP-1732-Disp_1,L2_LO_DL_RCV0,4388
2024-01-26T08:58:15.169,ASP-1732-Disp_1,L2_LO_UL_0,3255
2024-01-26T08:58:15.209,ASP-1732-Disp_1,L2_LO_DL_RCV0,4387
2024-01-26T08:58:15.209,ASP-1732-Disp_1,L2_LO_UL_0,3254
2024-01-26T08:58:15.229,ASP-1732-Disp_1,L2_LO_UL_0,3255
2024-01-26T08:58:15.669,ASP-1732-Disp_1,L2_LO_UL_0,3252
2024-01-26T08:58:15.683,ASP-1732-Disp_1,L2_LO_DL_RCV0,4385
2024-01-26T08:58:15.683,ASP-1732-Disp_1,L2_LO_UL_0,3252
2024-01-26T08:58:15.769,ASP-1732-Disp_1,L2_LO_UL_0,3252
2024-01-26T08:58:15.784,ASP-1732-Disp_1,L2_LO_DL_RCV0,4387
2024-01-26T08:58:15.809,ASP-1732-Disp_1,L2_LO_UL_0,3255
2024-01-26T08:58:15.893,ASP-1732-Disp_1,L2_LO_UL_0,3255
2024-01-26T08:58:15.893,ASP-1732-Disp_1,L2_LO_DL_RCV0,4388
2024-01-26T08:58:16.016,ASP-1732-Disp_1,L2_LO_DL_RCV0,4385
2024-01-26T08:58:16.770,ASP-1732-Disp_1,L2_LO_UL_0,3262
2024-01-26T08:58:16.818,ASP-1732-Disp_1,L2_LO_DL_RCV0,4394
2024-01-26T08:58:16.829,ASP-1732-Disp_1,L2_LO_DL_RCV0,4394
2024-01-26T08:58:16.851,ASP-1732-Disp_1,L2_LO_UL_0,3261
2024-01-26T08:58:16.851,ASP-1732-Disp_1,L2_LO_DL_RCV0,4394
2024-01-26T08:58:16.898,ASP-1732-Disp_1,L2_LO_UL_0,3259
2024-01-26T08:58:16.898,ASP-1732-Disp_1,L2_LO_DL_RCV0,4392
2024-01-26T08:58:16.969,ASP-1732-Disp_1,L2_LO_DL_RCV0,4391
2024-01-26T08:58:16.969,ASP-1732-Disp_1,L2_LO_UL_0,3258
2024-01-26T08:58:17.141,ASP-1732-Disp_1,L2_LO_DL_RCV0,4392
2024-01-26T08:58:17.649,ASP-1732-Disp_1,L2_LO_DL_RCV0,4385
2024-01-26T08:58:17.649,ASP-1732-Disp_1,L2_LO_UL_0,3252
2024-01-26T08:58:17.689,ASP-1732-Disp_1,L2_LO_DL_RCV0,4384
2024-01-26T08:58:17.723,ASP-1732-Disp_1,L2_LO_DL_RCV0,4384
2024-01-26T08:58:17.769,ASP-1732-Disp_1,L2_LO_DL_RCV0,4386
2024-01-26T08:58:17.849,ASP-1732-Disp_1,L2_LO_UL_0,3251
2024-01-26T08:58:17.851,ASP-1732-Disp_1,L2_LO_UL_0,3251
2024-01-26T08:58:17.853,ASP-1732-Disp_1,L2_LO_UL_0,3251
2024-01-26T08:58:17.853,ASP-1732-Disp_1,L2_LO_DL_RCV0,4385
2024-01-26T08:58:17.872,ASP-1732-Disp_1,L2_LO_UL_0,3251
2024-01-26T08:58:17.886,ASP-1732-Disp_1,L2_LO_UL_0,3252
2024-01-26T08:58:18.301,ASP-1732-Disp_1,L2_LO_UL_0,3246
2024-01-26T08:58:18.301,ASP-1732-Disp_1,L2_LO_DL_RCV0,4383
2024-01-26T08:58:18.309,ASP-1732-Disp_1,L2_LO_DL_RCV0,4383
2024-01-26T08:58:18.396,ASP-1732-Disp_1,L2_LO_DL_RCV0,4385
2024-01-26T08:58:18.396,ASP-1732-Disp_1,L2_LO_UL_0,3248
2024-01-26T08:58:18.438,ASP-1732-Disp_1,L2_LO_UL_0,3248
2024-01-26T08:58:18.438,ASP-1732-Disp_1,L2_LO_DL_RCV0,4385
2024-01-26T08:58:18.535,ASP-1732-Disp_1,L2_LO_UL_0,3247
2024-01-26T08:58:18.535,ASP-1732-Disp_1,L2_LO_DL_RCV0,4385
2024-01-26T08:58:19.649,ASP-1732-Disp_1,L2_LO_DL_RCV0,4370
2024-01-26T08:58:19.669,ASP-1732-Disp_1,L2_LO_DL_RCV0,4370
2024-01-26T08:58:19.669,ASP-1732-Disp_1,L2_LO_UL_0,3232
2024-01-26T08:58:19.670,ASP-1732-Disp_1,L2_LO_DL_RCV0,4371
2024-01-26T08:58:19.686,ASP-1732-Disp_1,L2_LO_UL_0,3232
2024-01-26T08:58:19.686,ASP-1732-Disp_1,L2_LO_DL_RCV0,4370
2024-01-26T08:58:19.686,ASP-1732-Disp_1,L2_LO_DL_RCV0,4370
2024-01-26T08:58:19.686,ASP-1732-Disp_1,L2_LO_UL_0,3232
2024-01-26T08:58:19.709,ASP-1732-Disp_1,L2_LO_DL_RCV0,4370
2024-01-26T08:58:20.529,ASP-1732-Disp_1,L2_LO_DL_RCV0,4374
2024-01-26T08:58:20.529,ASP-1732-Disp_1,L2_LO_UL_0,3236
2024-01-26T08:58:20.532,ASP-1732-Disp_1,L2_LO_UL_0,3237
2024-01-26T08:58:20.549,ASP-1732-Disp_1,L2_LO_UL_0,3238
2024-01-26T08:58:20.569,ASP-1732-Disp_1,L2_LO_DL_RCV0,4377
2024-01-26T08:58:20.569,ASP-1732-Disp_1,L2_LO_UL_0,3239
2024-01-26T08:58:20.769,ASP-1732-Disp_1,L2_LO_UL_0,3240
2024-01-26T08:58:21.615,ASP-1732-Disp_1,L2_LO_UL_0,3232
2024-01-26T08:58:21.615,ASP-1732-Disp_1,L2_LO_DL_RCV0,4372
2024-01-26T08:58:21.616,ASP-1732-Disp_1,L2_LO_DL_RCV0,4371
2024-01-26T08:58:21.644,ASP-1732-Disp_1,L2_LO_DL_RCV0,4371
2024-01-26T08:58:21.644,ASP-1732-Disp_1,L2_LO_UL_0,3231
2024-01-26T08:58:21.709,ASP-1732-Disp_1,L2_LO_UL_0,3235
2024-01-26T08:58:21.709,ASP-1732-Disp_1,L2_LO_DL_RCV0,4376
2024-01-26T08:58:21.769,ASP-1732-Disp_1,L2_LO_UL_0,3235
2024-01-26T08:58:21.769,ASP-1732-Disp_1,L2_LO_DL_RCV0,4377
2024-01-26T08:58:21.990,ASP-1732-Disp_1,L2_LO_DL_RCV0,4379
2024-01-26T08:58:21.990,ASP-1732-Disp_1,L2_LO_UL_0,3238
2024-01-26T08:58:22.509,ASP-1732-Disp_1,L2_LO_DL_RCV0,4376
2024-01-26T08:58:22.521,ASP-1732-Disp_1,L2_LO_DL_RCV0,4375
2024-01-26T08:58:22.550,ASP-1732-Disp_1,L2_LO_DL_RCV0,4377
2024-01-26T08:58:22.550,ASP-1732-Disp_1,L2_LO_UL_0,3235
2024-01-26T08:58:22.591,ASP-1732-Disp_1,L2_LO_DL_RCV0,4379
2024-01-26T08:58:22.646,ASP-1732-Disp_1,L2_LO_UL_0,3237
2024-01-26T08:58:22.646,ASP-1732-Disp_1,L2_LO_DL_RCV0,4379
2024-01-26T08:58:22.681,ASP-1732-Disp_1,L2_LO_UL_0,3237
2024-01-26T08:58:22.681,ASP-1732-Disp_1,L2_LO_DL_RCV0,4379
2024-01-26T08:58:22.878,ASP-1732-Disp_1,L2_LO_DL_RCV0,4374
2024-01-26T08:58:22.878,ASP-1732-Disp_1,L2_LO_UL_0,3232
2024-01-26T08:58:23.486,ASP-1732-Disp_1,L2_LO_UL_0,3223
2024-01-26T08:58:23.494,ASP-1732-Disp_1,L2_LO_UL_0,3223
2024-01-26T08:58:23.499,ASP-1732-Disp_1,L2_LO_DL_RCV0,4368
2024-01-26T08:58:23.614,ASP-1732-Disp_1,L2_LO_UL_0,3225
2024-01-26T08:58:23.675,ASP-1732-Disp_1,L2_LO_DL_RCV0,4369
2024-01-26T08:58:23.702,ASP-1732-Disp_1,L2_LO_DL_RCV0,4368
2024-01-26T08:58:23.769,ASP-1732-Disp_1,L2_LO_DL_RCV0,4370
2024-01-26T08:58:23.769,ASP-1732-Disp_1,L2_LO_UL_0,3225
2024-01-26T08:58:23.769,ASP-1732-Disp_1,L2_LO_DL_RCV0,4371
2024-01-26T08:58:23.769,ASP-1732-Disp_1,L2_LO_UL_0,3226
2024-01-26T08:58:23.769,ASP-1732-Disp_1,L2_LO_DL_RCV0,4372
2024-01-26T08:58:23.770,ASP-1732-Disp_1,L2_LO_UL_0,3227
2024-01-26T08:58:23.809,ASP-1732-Disp_1,L2_LO_DL_RCV0,4373
2024-01-26T08:58:23.931,ASP-1732-Disp_1,L2_LO_DL_RCV0,4374
2024-01-26T08:58:24.721,ASP-1732-Disp_1,L2_LO_UL_0,3228
2024-01-26T08:58:24.774,ASP-1732-Disp_1,L2_LO_UL_0,3228
2024-01-26T08:58:24.774,ASP-1732-Disp_1,L2_LO_DL_RCV0,4373
